county,precinct,office,district,candidate,party,election_day,early_voting,mail,votes
Fountain,TROY 4,President,,Paij Boring,,0,0,0,0
Fountain,TROY 4,President,,Peter Sonski,,0,0,0,0
Fountain,TROY 4,President,,Shondra Irving,,0,0,0,0
Fountain,TROY 4,President,,Susan Maude Buchser,,0,0,0,0
Fountain,TROY 4,President,,Tom Hoefling,,0,0,0,0
Fountain,TROY 4,President,,William Cody Nalbach,,0,0,0,0
Fountain,TROY 4,President,,Under Votes,,0,0,0,0
Fountain,TROY 4,President,,Over Votes,,0,0,0,0
Fountain,TROY 4,President,,Write-ins,,0,0,0,0
Fountain,TROY 4,U.S. Senate,,JIM BANKS,REP,34,14,24,72
Fountain,TROY 4,U.S. Senate,,VALERIE McCRAY,DEM,3,2,6,11
Fountain,TROY 4,U.S. Senate,,ANDREW HORNING,LIB,1,1,5,7
Fountain,TROY 4,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,TROY 4,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,TROY 4,U.S. Senate,,Under Votes,,1,0,0,1
Fountain,TROY 4,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,TROY 4,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,TROY 4,Governor,,MIKE BRAUN MICAH BECKWITH,REP,29,11,21,61
Fountain,TROY 4,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,4,3,9,16
Fountain,TROY 4,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,6,3,5,14
Fountain,TROY 4,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,TROY 4,Governor,,Under Votes,,0,0,0,0
Fountain,TROY 4,Governor,,Over Votes,,0,0,0,0
Fountain,TROY 4,Governor,,Write-ins,,0,0,0,0
Fountain,TROY 4,Attorney General,,TODD ROKITA,REP,32,14,24,70
Fountain,TROY 4,Attorney General,,DESTINY WELLS,DEM,6,3,11,20
Fountain,TROY 4,Attorney General,,Under Votes,,1,0,0,1
Fountain,TROY 4,Attorney General,,Over Votes,,0,0,0,0
Fountain,TROY 4,Attorney General,,Write-ins,,0,0,0,0
Fountain,TROY 4,U.S. House,4,JIM BAIRD,REP,33,13,26,72
Fountain,TROY 4,U.S. House,4,DERRICK HOLDER,DEM,3,3,5,11
Fountain,TROY 4,U.S. House,4,ASHLEY GROFF,LIB,2,1,4,7
Fountain,TROY 4,U.S. House,4,Under Votes,,1,0,0,1
Fountain,TROY 4,U.S. House,4,Over Votes,,0,0,0,0
Fountain,TROY 4,U.S. House,4,Write-ins,,0,0,0,0
Fountain,TROY 4,State House,13,MATTHEW (MATT) COMMONS,REP,37,13,28,78
Fountain,TROY 4,State House,13,EDWARD (ED) MOYER JR.,DEM,2,3,7,12
Fountain,TROY 4,State House,13,Under Votes,,0,1,0,1
Fountain,TROY 4,State House,13,Over Votes,,0,0,0,0
Fountain,TROY 4,State House,13,Write-ins,,0,0,0,0
Fountain,TROY 4,COUNTY AUDITOR,,KIM JOHNSON,REP,37,14,33,84
Fountain,TROY 4,COUNTY AUDITOR,,Under Votes,,2,3,2,7
Fountain,TROY 4,COUNTY AUDITOR,,Over Votes,,0,0,0,0
Fountain,TROY 4,COUNTY AUDITOR,,Write-ins,,0,0,0,0
Fountain,TROY 4,COUNTY TREASURER,,TIFFANY GRUBB-WELLS,REP,37,14,33,84
Fountain,TROY 4,COUNTY TREASURER,,Under Votes,,2,3,2,7
Fountain,TROY 4,COUNTY TREASURER,,Over Votes,,0,0,0,0
Fountain,TROY 4,COUNTY TREASURER,,Write-ins,,0,0,0,0
Fountain,TROY 4,COUNTY CORONER,,KAYLA A HOLT,REP,37,15,33,85
Fountain,TROY 4,COUNTY CORONER,,Under Votes,,2,2,2,6
Fountain,TROY 4,COUNTY CORONER,,Over Votes,,0,0,0,0
Fountain,TROY 4,COUNTY CORONER,,Write-ins,,0,0,0,0
Fountain,TROY 4,County Commissioner,1,AARON FRUITS,REP,34,14,25,73
Fountain,TROY 4,County Commissioner,1,KATHY POSTON,DEM,4,3,9,16
Fountain,TROY 4,County Commissioner,1,Under Votes,,1,0,1,2
Fountain,TROY 4,County Commissioner,1,Over Votes,,0,0,0,0
Fountain,TROY 4,County Commissioner,1,Write-ins,,0,0,0,0
Fountain,TROY 4,County Commissioner,2,KENNETH KW RICE,REP,34,14,26,74
Fountain,TROY 4,County Commissioner,2,LEXXI HADDOCK,DEM,5,3,8,16
Fountain,TROY 4,County Commissioner,2,Under Votes,,0,0,1,1
Fountain,TROY 4,County Commissioner,2,Over Votes,,0,0,0,0
Fountain,TROY 4,County Commissioner,2,Write-ins,,0,0,0,0
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,KELLY CARLSON,REP,29,10,22,61
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,JEFFREY C CARVER,REP,28,10,23,61
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,TODD HEGG,REP,31,15,22,68
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,MARK BERTOLINO,DEM,3,3,4,10
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,TOM BOOE,DEM,6,4,13,23
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,CRAIG VANHOOK,DEM,3,1,8,12
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,Under Votes,,17,8,13,38
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,Over Votes,,0,0,0,0
Fountain,TROY 4,"COUNTY COUNCIL, AT LARGE",,Write-ins,,0,0,0,0
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, CITY OF COVINGTON (FOUNTAIN & WARREN) - Vote for one (1)",,MICHAEL C AHRENS,NON,22,9,8,39
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, CITY OF COVINGTON (FOUNTAIN & WARREN) - Vote for one (1)",,RICHARD PARTEZANA,NON,12,3,10,25
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, CITY OF COVINGTON (FOUNTAIN & WARREN) - Vote for one (1)",,TAYLOR V POWELL,NON,3,2,9,14
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, CITY OF COVINGTON (FOUNTAIN & WARREN) - Vote for one (1)",,Under Votes,,2,3,8,13
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, CITY OF COVINGTON (FOUNTAIN & WARREN) - Vote for one (1)",,Over Votes,,0,0,0,0
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, CITY OF COVINGTON (FOUNTAIN & WARREN) - Vote for one (1)",,Write-ins,,0,0,0,0
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, MOUND (FOUNTAIN & WARREN)",,MATTHEW HESLER,NON,17,8,11,36
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, MOUND (FOUNTAIN & WARREN)",,TAMMY A PEARMAN,NON,19,6,19,44
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, MOUND (FOUNTAIN & WARREN)",,Under Votes,,3,3,5,11
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, MOUND (FOUNTAIN & WARREN)",,Over Votes,,0,0,0,0
Fountain,TROY 4,"SCHOOL BOARD MEMBER COVINGTON SCHOOL BOARD, MOUND (FOUNTAIN & WARREN)",,Write-ins,,0,0,0,0
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,21,10,17,48
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,11,2,11,24
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,7,5,7,19
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Write-ins,,0,0,0,0
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,22,11,15,48
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,10,2,12,24
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,7,4,8,19
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Write-ins,,0,0,0,0
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,22,9,15,46
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,8,2,13,23
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,9,6,7,22
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Fountain,TROY 4,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Write-ins,,0,0,0,0
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,21,11,16,48
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,9,2,11,22
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,9,4,8,21
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Write-ins,,0,0,0,0
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,20,11,18,49
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,10,1,10,21
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,9,5,7,21
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Fountain,TROY 4,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,Registered Voters,,,,,,,631
Fountain,VAN BUREN 1,Ballots Cast,,,,,,,436
Fountain,VAN BUREN 1,Straight Party,,REPUBLICAN PARTY,REP,152,34,57,243
Fountain,VAN BUREN 1,Straight Party,,DEMOCRATIC PARTY,DEM,16,1,6,23
Fountain,VAN BUREN 1,Straight Party,,LIBERTARIAN PARTY,LIB,0,0,0,0
Fountain,VAN BUREN 1,Straight Party,,WE THE PEOPLE PARTY,WTP,5,1,1,7
Fountain,VAN BUREN 1,Straight Party,,Under Votes,,115,13,35,163
Fountain,VAN BUREN 1,Straight Party,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,Straight Party,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,PUBLIC QUESTION #1,,YES,,128,24,45,197
Fountain,VAN BUREN 1,PUBLIC QUESTION #1,,NO,,133,19,38,190
Fountain,VAN BUREN 1,PUBLIC QUESTION #1,,Under Votes,,27,6,16,49
Fountain,VAN BUREN 1,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,PUBLIC QUESTION #1,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,President,,Donald J. Trump,REP,240,43,85,368
Fountain,VAN BUREN 1,President,,Kamala D. Harris,DEM,36,6,14,56
Fountain,VAN BUREN 1,President,,Chase Oliver,LIB,1,0,0,1
Fountain,VAN BUREN 1,President,,Robert F. Kennedy Jr.,WTP,7,0,0,7
Fountain,VAN BUREN 1,President,,Andre Ramon McNeil Sr.,,0,0,0,0
Fountain,VAN BUREN 1,President,,Carol Asher,,0,0,0,0
Fountain,VAN BUREN 1,President,,Cherunda Lyn Fox,,0,0,0,0
Fountain,VAN BUREN 1,President,,Cornel West,,0,0,0,0
Fountain,VAN BUREN 1,President,,Doug Jenkins,,0,0,0,0
Fountain,VAN BUREN 1,President,,Paij Boring,,0,0,0,0
Fountain,VAN BUREN 1,President,,Peter Sonski,,0,0,0,0
Fountain,VAN BUREN 1,President,,Shondra Irving,,0,0,0,0
Fountain,VAN BUREN 1,President,,Susan Maude Buchser,,0,0,0,0
Fountain,VAN BUREN 1,President,,Tom Hoefling,,0,0,0,0
Fountain,VAN BUREN 1,President,,William Cody Nalbach,,0,0,0,0
Fountain,VAN BUREN 1,President,,Under Votes,,4,0,0,4
Fountain,VAN BUREN 1,President,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,President,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,U.S. Senate,,JIM BANKS,REP,245,46,84,375
Fountain,VAN BUREN 1,U.S. Senate,,VALERIE McCRAY,DEM,31,1,14,46
Fountain,VAN BUREN 1,U.S. Senate,,ANDREW HORNING,LIB,10,0,0,10
Fountain,VAN BUREN 1,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,VAN BUREN 1,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,VAN BUREN 1,U.S. Senate,,Under Votes,,2,2,1,5
Fountain,VAN BUREN 1,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,Governor,,MIKE BRAUN MICAH BECKWITH,REP,215,41,79,335
Fountain,VAN BUREN 1,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,41,5,16,62
Fountain,VAN BUREN 1,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,28,1,4,33
Fountain,VAN BUREN 1,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,VAN BUREN 1,Governor,,Under Votes,,4,2,0,6
Fountain,VAN BUREN 1,Governor,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,Governor,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,Attorney General,,TODD ROKITA,REP,228,43,80,351
Fountain,VAN BUREN 1,Attorney General,,DESTINY WELLS,DEM,53,5,18,76
Fountain,VAN BUREN 1,Attorney General,,Under Votes,,7,1,1,9
Fountain,VAN BUREN 1,Attorney General,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,Attorney General,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,U.S. House,8,MARK MESSMER,REP,239,45,85,369
Fountain,VAN BUREN 1,U.S. House,8,ERIK HURT,DEM,29,2,12,43
Fountain,VAN BUREN 1,U.S. House,8,K RICHARD FITZLAFF,LIB,9,1,0,10
Fountain,VAN BUREN 1,U.S. House,8,Under Votes,,11,1,2,14
Fountain,VAN BUREN 1,U.S. House,8,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,U.S. House,8,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,State House,13,MATTHEW (MATT) COMMONS,REP,245,46,86,377
Fountain,VAN BUREN 1,State House,13,EDWARD (ED) MOYER JR.,DEM,36,2,12,50
Fountain,VAN BUREN 1,State House,13,Under Votes,,7,1,1,9
Fountain,VAN BUREN 1,State House,13,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,State House,13,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,COUNTY AUDITOR,,KIM JOHNSON,REP,257,45,87,389
Fountain,VAN BUREN 1,COUNTY AUDITOR,,Under Votes,,31,4,12,47
Fountain,VAN BUREN 1,COUNTY AUDITOR,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,COUNTY AUDITOR,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,COUNTY TREASURER,,TIFFANY GRUBB-WELLS,REP,257,46,89,392
Fountain,VAN BUREN 1,COUNTY TREASURER,,Under Votes,,31,3,10,44
Fountain,VAN BUREN 1,COUNTY TREASURER,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,COUNTY TREASURER,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,COUNTY CORONER,,KAYLA A HOLT,REP,255,45,89,389
Fountain,VAN BUREN 1,COUNTY CORONER,,Under Votes,,33,4,10,47
Fountain,VAN BUREN 1,COUNTY CORONER,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,COUNTY CORONER,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,County Commissioner,1,AARON FRUITS,REP,243,46,87,376
Fountain,VAN BUREN 1,County Commissioner,1,KATHY POSTON,DEM,36,1,10,47
Fountain,VAN BUREN 1,County Commissioner,1,Under Votes,,9,2,2,13
Fountain,VAN BUREN 1,County Commissioner,1,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,County Commissioner,1,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,County Commissioner,2,KENNETH KW RICE,REP,237,45,82,364
Fountain,VAN BUREN 1,County Commissioner,2,LEXXI HADDOCK,DEM,42,3,15,60
Fountain,VAN BUREN 1,County Commissioner,2,Under Votes,,9,1,2,12
Fountain,VAN BUREN 1,County Commissioner,2,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,County Commissioner,2,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,KELLY CARLSON,REP,170,33,62,265
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,JEFFREY C CARVER,REP,202,36,62,300
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,TODD HEGG,REP,155,30,57,242
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,MARK BERTOLINO,DEM,20,1,9,30
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,TOM BOOE,DEM,81,11,28,120
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,CRAIG VANHOOK,DEM,39,3,17,59
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,Under Votes,,197,33,62,292
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,"COUNTY COUNCIL, AT LARGE",,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,JOSHUA J FOXWORTHY,NON,236,39,66,341
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,Under Votes,,52,10,33,95
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, CAIN",,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,TYLER BOWLING,NON,182,28,52,262
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,AMY J MUSSER,NON,58,11,24,93
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,Under Votes,,48,10,23,81
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,"SCHOOL BOARD MEMBER SOUTHEAST FOUNTAIN SCHOOL BOARD, JACKSON",,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,YES,,164,24,52,240
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,NO,,77,19,28,124
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Under Votes,,47,6,19,72
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA RUSH,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,YES,,167,27,49,243
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,NO,,70,14,27,111
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Under Votes,,51,8,23,82
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MASSA,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,YES,,163,27,47,237
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,NO,,74,14,25,113
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Under Votes,,51,8,27,86
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,RETENTION OF JUSTICE OF THE SUPREME COURT OF INDIANA MOLTER,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,YES,,158,25,47,230
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,NO,,76,16,24,116
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Under Votes,,54,8,28,90
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FIRST DISTRICT,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,YES,,160,26,46,232
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,NO,,72,15,25,112
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Under Votes,,56,8,28,92
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 1,COURT OF APPEALS JUDICIAL RETENTION FOURTH DISTRICT,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 2,Registered Voters,,,,,,,559
Fountain,VAN BUREN 2,Ballots Cast,,,,,,,310
Fountain,VAN BUREN 2,Straight Party,,REPUBLICAN PARTY,REP,122,29,16,167
Fountain,VAN BUREN 2,Straight Party,,DEMOCRATIC PARTY,DEM,21,4,11,36
Fountain,VAN BUREN 2,Straight Party,,LIBERTARIAN PARTY,LIB,0,0,0,0
Fountain,VAN BUREN 2,Straight Party,,WE THE PEOPLE PARTY,WTP,2,0,0,2
Fountain,VAN BUREN 2,Straight Party,,Under Votes,,77,12,16,105
Fountain,VAN BUREN 2,Straight Party,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 2,Straight Party,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 2,PUBLIC QUESTION #1,,YES,,112,21,19,152
Fountain,VAN BUREN 2,PUBLIC QUESTION #1,,NO,,90,16,19,125
Fountain,VAN BUREN 2,PUBLIC QUESTION #1,,Under Votes,,20,8,5,33
Fountain,VAN BUREN 2,PUBLIC QUESTION #1,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 2,PUBLIC QUESTION #1,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 2,President,,Donald J. Trump,REP,182,40,25,247
Fountain,VAN BUREN 2,President,,Kamala D. Harris,DEM,36,5,18,59
Fountain,VAN BUREN 2,President,,Chase Oliver,LIB,1,0,0,1
Fountain,VAN BUREN 2,President,,Robert F. Kennedy Jr.,WTP,2,0,0,2
Fountain,VAN BUREN 2,President,,Andre Ramon McNeil Sr.,,0,0,0,0
Fountain,VAN BUREN 2,President,,Carol Asher,,0,0,0,0
Fountain,VAN BUREN 2,President,,Cherunda Lyn Fox,,0,0,0,0
Fountain,VAN BUREN 2,President,,Cornel West,,0,0,0,0
Fountain,VAN BUREN 2,President,,Doug Jenkins,,0,0,0,0
Fountain,VAN BUREN 2,President,,Paij Boring,,0,0,0,0
Fountain,VAN BUREN 2,President,,Peter Sonski,,0,0,0,0
Fountain,VAN BUREN 2,President,,Shondra Irving,,0,0,0,0
Fountain,VAN BUREN 2,President,,Susan Maude Buchser,,0,0,0,0
Fountain,VAN BUREN 2,President,,Tom Hoefling,,0,0,0,0
Fountain,VAN BUREN 2,President,,William Cody Nalbach,,0,0,0,0
Fountain,VAN BUREN 2,President,,Under Votes,,1,0,0,1
Fountain,VAN BUREN 2,President,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 2,President,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 2,U.S. Senate,,JIM BANKS,REP,175,37,23,235
Fountain,VAN BUREN 2,U.S. Senate,,VALERIE McCRAY,DEM,39,5,18,62
Fountain,VAN BUREN 2,U.S. Senate,,ANDREW HORNING,LIB,3,2,2,7
Fountain,VAN BUREN 2,U.S. Senate,,Antonio Xavier Alvarez,,0,0,0,0
Fountain,VAN BUREN 2,U.S. Senate,,Phillip D. Beachy (Phil),,0,0,0,0
Fountain,VAN BUREN 2,U.S. Senate,,Under Votes,,5,1,0,6
Fountain,VAN BUREN 2,U.S. Senate,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 2,U.S. Senate,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 2,Governor,,MIKE BRAUN MICAH BECKWITH,REP,163,35,23,221
Fountain,VAN BUREN 2,Governor,,JENNIFER G. McCORMICK TERRY GOODIN,DEM,43,6,18,67
Fountain,VAN BUREN 2,Governor,,DONALD RAINWATER TONYA HUDSON,LIB,13,3,1,17
Fountain,VAN BUREN 2,Governor,,Christopher Ryan Stried,,0,0,0,0
Fountain,VAN BUREN 2,Governor,,Under Votes,,3,1,1,5
Fountain,VAN BUREN 2,Governor,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 2,Governor,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 2,Attorney General,,TODD ROKITA,REP,172,39,24,235
Fountain,VAN BUREN 2,Attorney General,,DESTINY WELLS,DEM,45,4,18,67
Fountain,VAN BUREN 2,Attorney General,,Under Votes,,5,2,1,8
Fountain,VAN BUREN 2,Attorney General,,Over Votes,,0,0,0,0
Fountain,VAN BUREN 2,Attorney General,,Write-ins,,0,0,0,0
Fountain,VAN BUREN 2,U.S. House,8,MARK MESSMER,REP,181,37,22,240
Fountain,VAN BUREN 2,U.S. House,8,ERIK HURT,DEM,33,4,18,55
Fountain,VAN BUREN 2,U.S. House,8,K RICHARD FITZLAFF,LIB,4,2,2,8
