county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,
Warrick,OHIO 24,Governor,,REP,Mike Braun,307,10,197,100,
Warrick,OHIO 24,Governor,,DEM,Jennifer G. McCormick,169,13,107,49,
Warrick,OHIO 24,Governor,,LIB,Donald Rainwater II,13,0,10,3,
Warrick,OHIO 24,Attorney General,,REP,Todd Rokita,330,10,212,108,
Warrick,OHIO 24,Attorney General,,DEM,Destiny Wells,157,12,101,44,
Warrick,OHIO 24,U.S. House,8,REP,Mark Messmer,333,10,218,105,
Warrick,OHIO 24,U.S. House,8,DEM,Erik Hurt,149,13,93,43,
Warrick,OHIO 24,U.S. House,8,LIB,S. Richard Fitzlaff,7,0,2,5,
Warrick,OHIO 24,State Senate,50,REP,Vaneta Becker,359,13,234,112,
Warrick,OHIO 24,State Senate,50,IND,John Woodard,76,1,47,28,
Warrick,OHIO 24,State House,75,REP,Stephen Ledbetter,390,10,249,131,
Warrick,OHIO 24,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,387,9,248,130,
Warrick,OHIO 24,Judge Superior Court No. 2,,REP,Brett Michael Roy,387,9,245,133,
Warrick,OHIO 24,Clerk Of The Circuit Court,,REP,Mike Wilson,389,8,249,132,
Warrick,OHIO 24,County Recorder,,REP,Patricia (Patty) Perry,395,9,251,135,
Warrick,OHIO 24,County Treasurer,,REP,Tabitha Heilman,385,8,248,129,
Warrick,OHIO 24,County Coroner,,REP,Alissa (Salee) Enright,387,9,248,130,
Warrick,OHIO 24,County Surveyor,,REP,Dennis Witzbacher,383,9,245,129,
Warrick,OHIO 24,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,315,12,200,106,
Warrick,OHIO 24,County Commissioner Dist 1,,DEM,John T. Mattingly,162,12,105,45,
Warrick,OHIO 24,County Commissioner Dist 3,,REP,Stacey Franz,320,9,206,106,
Warrick,OHIO 24,County Commissioner Dist 3,,DEM,Trent Curtis,159,13,101,45,
Warrick,OHIO 24,County Council At-Large,,REP,Ron Bacon,287,7,201,93,
Warrick,OHIO 24,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,280,8,192,81,
Warrick,OHIO 24,County Council At-Large,,REP,Brad Overton,280,8,182,90,
Warrick,OHIO 24,County Council At-Large,,DEM,Mason Barclay,166,12,106,48,
Warrick,OHIO 24,Warrick County School Board,,NP,Lynda G. Glover,155,11,94,50,
Warrick,OHIO 24,Warrick County School Board,,NP,Robert (Bobby) Howard,79,1,49,29,
Warrick,OHIO 24,Warrick County School Board,,NP,Brenda K. Metzger,155,9,113,33,
Warrick,OHIO 24,Warrick County School Board,,NP,Tim Mosbey,232,11,151,70,
Warrick,OHIO 24,Warrick County School Board,,NP,James (Jim) Post,176,5,121,50,
Warrick,OHIO 24,Warrick County School Board,,NP,Andrew E. Skinner,254,5,163,86,
Warrick,OHIO 24,IN Supreme Court-Rush,,,Yes,289,10,193,86,
Warrick,OHIO 24,IN Supreme Court-Rush,,,No,109,5,64,40,
Warrick,OHIO 24,IN Supreme Court-Massa,,,Yes,286,7,195,85,
Warrick,OHIO 24,IN Supreme Court-Massa,,,No,107,7,60,40,
Warrick,OHIO 24,IN Supreme Court-Molter,,,Yes,294,7,192,96,
Warrick,OHIO 24,IN Supreme Court-Molter,,,No,102,5,64,31,
Warrick,OHIO 24,Court of Appeals Dist 1-Foley,,,Yes,289,9,189,91,
Warrick,OHIO 24,Court of Appeals Dist 1-Foley,,,No,99,4,60,35,
Warrick,OHIO 24,Court of Appeals Dist 4-Pyle III,,,Yes,298,8,195,95,
Warrick,OHIO 24,Court of Appeals Dist 4-Pyle III,,,No,92,6,55,31,
Warrick,OHIO 25,Registered Voters,,,,805,,,,
Warrick,OHIO 25,Ballots Cast,,,,574,45,361,168,
Warrick,OHIO 25,Public Question-Const Amendment,,,Yes,254,14,176,64,
Warrick,OHIO 25,Public Question-Const Amendment,,,No,210,9,128,73,
Warrick,OHIO 25,President,,REP,Donald J. Trump,384,23,257,104,
Warrick,OHIO 25,President,,DEM,Kamala D. Harris,177,22,97,55,
Warrick,OHIO 25,President,,LIB,Chase Oliver,3,0,0,3,
Warrick,OHIO 25,President,,WTP,Robert F. Kennedy Jr.,8,0,4,5,
Warrick,OHIO 25,President,,,Write-In,3,0,3,0,
Warrick,OHIO 25,U.S. Senate,,REP,Jim Banks,377,21,253,103,
Warrick,OHIO 25,U.S. Senate,,DEM,Valerie McCray,144,18,78,47,
Warrick,OHIO 25,U.S. Senate,,LIB,Andrew Horning,7,1,3,3,
Warrick,OHIO 25,Governor,,REP,Mike Braun,383,25,251,106,
Warrick,OHIO 25,Governor,,DEM,Jennifer G. McCormick,144,15,93,36,
Warrick,OHIO 25,Governor,,LIB,Donald Rainwater II,17,0,9,8,
Warrick,OHIO 25,Attorney General,,REP,Todd Rokita,393,19,261,109,
Warrick,OHIO 25,Attorney General,,DEM,Destiny Wells,151,19,84,48,
Warrick,OHIO 25,U.S. House,8,REP,Mark Messmer,399,25,265,109,
Warrick,OHIO 25,U.S. House,8,DEM,Erik Hurt,139,17,79,43,
Warrick,OHIO 25,U.S. House,8,LIB,S. Richard Fitzlaff,10,0,4,6,
Warrick,OHIO 25,State Senate,50,REP,Vaneta Becker,422,25,274,119,
Warrick,OHIO 25,State Senate,50,IND,John Woodard,74,4,41,29,
Warrick,OHIO 25,State House,75,REP,Stephen Ledbetter,450,25,290,134,
Warrick,OHIO 25,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,448,23,289,136,
Warrick,OHIO 25,Judge Superior Court No. 2,,REP,Brett Michael Roy,452,25,291,136,
Warrick,OHIO 25,Clerk Of The Circuit Court,,REP,Mike Wilson,452,25,291,136,
Warrick,OHIO 25,County Recorder,,REP,Patricia (Patty) Perry,454,25,296,133,
Warrick,OHIO 25,County Treasurer,,REP,Tabitha Heilman,440,24,280,136,
Warrick,OHIO 25,County Coroner,,REP,Alissa (Salee) Enright,443,26,282,135,
Warrick,OHIO 25,County Surveyor,,REP,Dennis Witzbacher,437,25,277,135,
Warrick,OHIO 25,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,371,21,246,102,
Warrick,OHIO 25,County Commissioner Dist 1,,DEM,John T. Mattingly,154,16,86,52,
Warrick,OHIO 25,County Commissioner Dist 3,,REP,Stacey Franz,384,21,254,109,
Warrick,OHIO 25,County Commissioner Dist 3,,DEM,Trent Curtis,145,16,83,46,
Warrick,OHIO 25,County Council At-Large,,REP,Ron Bacon,340,16,232,92,
Warrick,OHIO 25,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,308,15,206,87,
Warrick,OHIO 25,County Council At-Large,,REP,Brad Overton,310,14,208,88,
Warrick,OHIO 25,County Council At-Large,,DEM,Mason Barclay,153,15,87,51,
Warrick,OHIO 25,Warrick County School Board,,NP,Lynda G. Glover,176,13,100,65,
Warrick,OHIO 25,Warrick County School Board,,NP,Robert (Bobby) Howard,94,10,59,27,
Warrick,OHIO 25,Warrick County School Board,,NP,Brenda K. Metzger,179,14,113,52,
Warrick,OHIO 25,Warrick County School Board,,NP,Tim Mosbey,230,10,136,84,
Warrick,OHIO 25,Warrick County School Board,,NP,James (Jim) Post,179,14,120,45,
Warrick,OHIO 25,Warrick County School Board,,NP,Andrew E. Skinner,258,13,165,86,
Warrick,OHIO 25,IN Supreme Court-Rush,,,Yes,299,19,192,88,
Warrick,OHIO 25,IN Supreme Court-Rush,,,No,87,6,52,29,
Warrick,OHIO 25,IN Supreme Court-Massa,,,Yes,297,17,193,87,
Warrick,OHIO 25,IN Supreme Court-Massa,,,No,88,8,49,31,
Warrick,OHIO 25,IN Supreme Court-Molter,,,Yes,303,17,197,89,
Warrick,OHIO 25,IN Supreme Court-Molter,,,No,77,8,44,25,
Warrick,OHIO 25,Court of Appeals Dist 1-Foley,,,Yes,303,17,190,96,
Warrick,OHIO 25,Court of Appeals Dist 1-Foley,,,No,77,6,50,21,
Warrick,OHIO 25,Court of Appeals Dist 4-Pyle III,,,Yes,298,16,192,90,
Warrick,OHIO 25,Court of Appeals Dist 4-Pyle III,,,No,81,7,49,25,
Warrick,OHIO 26,Registered Voters,,,,1890,,,,
Warrick,OHIO 26,Ballots Cast,,,,1335,71,832,432,
Warrick,OHIO 26,Public Question-Const Amendment,,,Yes,629,37,373,232,
Warrick,OHIO 26,Public Question-Const Amendment,,,No,525,22,350,153,
Warrick,OHIO 26,President,,REP,Donald J. Trump,888,38,544,311,
Warrick,OHIO 26,President,,DEM,Kamala D. Harris,412,32,261,109,
Warrick,OHIO 26,President,,LIB,Chase Oliver,9,0,6,3,
Warrick,OHIO 26,President,,WTP,Robert F. Kennedy Jr.,9,1,5,3,
Warrick,OHIO 26,President,,,Write-In,6,0,3,3,
Warrick,OHIO 26,U.S. Senate,,REP,Jim Banks,854,34,538,282,
Warrick,OHIO 26,U.S. Senate,,DEM,Valerie McCray,367,33,236,98,
Warrick,OHIO 26,U.S. Senate,,LIB,Andrew Horning,34,2,17,15,
Warrick,OHIO 26,Governor,,REP,Mike Braun,839,33,536,270,
Warrick,OHIO 26,Governor,,DEM,Jennifer G. McCormick,390,36,241,113,
Warrick,OHIO 26,Governor,,LIB,Donald Rainwater II,39,0,18,20,
Warrick,OHIO 26,Attorney General,,REP,Todd Rokita,891,38,550,303,
Warrick,OHIO 26,Attorney General,,DEM,Destiny Wells,384,33,249,102,
Warrick,OHIO 26,U.S. House,8,REP,Mark Messmer,892,37,556,299,
Warrick,OHIO 26,U.S. House,8,DEM,Erik Hurt,354,32,230,92,
Warrick,OHIO 26,U.S. House,8,LIB,S. Richard Fitzlaff,30,1,14,15,
Warrick,OHIO 26,State Senate,50,REP,Vaneta Becker,938,44,589,303,
Warrick,OHIO 26,State Senate,50,IND,John Woodard,207,9,124,74,
Warrick,OHIO 26,State House,75,REP,Stephen Ledbetter,1013,39,628,346,
Warrick,OHIO 26,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,1003,40,622,341,
Warrick,OHIO 26,Judge Superior Court No. 2,,REP,Brett Michael Roy,1013,39,625,349,
Warrick,OHIO 26,Clerk Of The Circuit Court,,REP,Mike Wilson,1009,39,628,342,
Warrick,OHIO 26,County Recorder,,REP,Patricia (Patty) Perry,1009,39,621,349,
Warrick,OHIO 26,County Treasurer,,REP,Tabitha Heilman,995,39,617,339,
Warrick,OHIO 26,County Coroner,,REP,Alissa (Salee) Enright,999,40,618,341,
Warrick,OHIO 26,County Surveyor,,REP,Dennis Witzbacher,995,40,617,338,
Warrick,OHIO 26,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,844,34,527,283,
Warrick,OHIO 26,County Commissioner Dist 1,,DEM,John T. Mattingly,409,33,255,121,
Warrick,OHIO 26,County Commissioner Dist 3,,REP,Stacey Franz,883,34,535,294,
Warrick,OHIO 26,County Commissioner Dist 3,,DEM,Trent Curtis,361,34,241,106,
Warrick,OHIO 26,County Council At-Large,,REP,Ron Bacon,751,28,472,251,
Warrick,OHIO 26,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,728,28,462,238,
Warrick,OHIO 26,County Council At-Large,,REP,Brad Overton,728,28,450,226,
Warrick,OHIO 26,County Council At-Large,,DEM,Mason Barclay,402,26,247,129,
Warrick,OHIO 26,Warrick County School Board,,NP,Lynda G. Glover,425,23,261,144,
Warrick,OHIO 26,Warrick County School Board,,NP,Robert (Bobby) Howard,198,14,111,82,
Warrick,OHIO 26,Warrick County School Board,,NP,Brenda K. Metzger,417,25,258,141,
Warrick,OHIO 26,Warrick County School Board,,NP,Tim Mosbey,453,15,286,153,
Warrick,OHIO 26,Warrick County School Board,,NP,James (Jim) Post,465,12,314,139,
Warrick,OHIO 26,Warrick County School Board,,NP,Andrew E. Skinner,565,12,368,185,
Warrick,OHIO 26,IN Supreme Court-Rush,,,Yes,724,23,448,253,
Warrick,OHIO 26,IN Supreme Court-Rush,,,No,242,15,153,74,
Warrick,OHIO 26,IN Supreme Court-Massa,,,Yes,700,21,441,237,
Warrick,OHIO 26,IN Supreme Court-Massa,,,No,251,15,152,84,
Warrick,OHIO 26,IN Supreme Court-Molter,,,Yes,707,23,441,246,
Warrick,OHIO 26,IN Supreme Court-Molter,,,No,246,17,150,79,
Warrick,OHIO 26,Court of Appeals Dist 1-Foley,,,Yes,711,26,445,240,
Warrick,OHIO 26,Court of Appeals Dist 1-Foley,,,No,233,8,143,82,
Warrick,OHIO 26,Court of Appeals Dist 4-Pyle III,,,Yes,719,24,447,248,
Warrick,OHIO 26,Court of Appeals Dist 4-Pyle III,,,No,226,9,141,76,
Warrick,OHIO 27,Registered Voters,,,,806,,,,
Warrick,OHIO 27,Ballots Cast,,,,571,28,375,168,
Warrick,OHIO 27,Public Question-Const Amendment,,,Yes,286,13,190,83,
Warrick,OHIO 27,Public Question-Const Amendment,,,No,213,5,143,65,
Warrick,OHIO 27,President,,REP,Donald J. Trump,322,15,215,95,
Warrick,OHIO 27,President,,DEM,Kamala D. Harris,224,12,147,62,
Warrick,OHIO 27,President,,LIB,Chase Oliver,2,0,2,0,
Warrick,OHIO 27,President,,WTP,Robert F. Kennedy Jr.,5,0,2,3,
Warrick,OHIO 27,President,,,Write-In,5,0,2,3,
Warrick,OHIO 27,U.S. Senate,,REP,Jim Banks,325,13,214,99,
Warrick,OHIO 27,U.S. Senate,,DEM,Valerie McCray,204,12,138,53,
Warrick,OHIO 27,U.S. Senate,,LIB,Andrew Horning,7,0,7,0,
Warrick,OHIO 27,Governor,,REP,Mike Braun,315,11,208,96,
Warrick,OHIO 27,Governor,,DEM,Jennifer G. McCormick,215,13,147,65,
Warrick,OHIO 27,Governor,,LIB,Donald Rainwater II,14,0,7,7,
Warrick,OHIO 27,Attorney General,,REP,Todd Rokita,324,11,214,99,
Warrick,OHIO 27,Attorney General,,DEM,Destiny Wells,224,13,150,61,
Warrick,OHIO 27,U.S. House,8,REP,Mark Messmer,330,11,218,101,
Warrick,OHIO 27,U.S. House,8,DEM,Erik Hurt,204,13,138,53,
Warrick,OHIO 27,U.S. House,8,LIB,S. Richard Fitzlaff,11,0,2,9,
Warrick,OHIO 27,State Senate,50,REP,Vaneta Becker,379,15,252,112,
Warrick,OHIO 27,State Senate,50,IND,John Woodard,116,3,74,39,
Warrick,OHIO 27,State House,75,REP,Stephen Ledbetter,410,17,262,131,
Warrick,OHIO 27,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,415,17,264,134,
Warrick,OHIO 27,Judge Superior Court No. 2,,REP,Brett Michael Roy,413,17,263,133,
Warrick,OHIO 27,Clerk Of The Circuit Court,,REP,Mike Wilson,416,17,266,133,
Warrick,OHIO 27,County Recorder,,REP,Patricia (Patty) Perry,412,17,261,134,
Warrick,OHIO 27,County Treasurer,,REP,Tabitha Heilman,419,17,270,132,
Warrick,OHIO 27,County Coroner,,REP,Alissa (Salee) Enright,417,17,268,132,
Warrick,OHIO 27,County Surveyor,,REP,Dennis Witzbacher,421,17,271,133,
Warrick,OHIO 27,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,327,12,218,98,
Warrick,OHIO 27,County Commissioner Dist 1,,DEM,John T. Mattingly,208,12,139,57,
Warrick,OHIO 27,County Commissioner Dist 3,,REP,Stacey Franz,321,11,215,95,
Warrick,OHIO 27,County Commissioner Dist 3,,DEM,Trent Curtis,214,12,141,61,
Warrick,OHIO 27,County Council At-Large,,REP,Ron Bacon,309,10,202,97,
Warrick,OHIO 27,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,290,13,200,86,
Warrick,OHIO 27,County Council At-Large,,REP,Brad Overton,280,8,184,88,
Warrick,OHIO 27,County Council At-Large,,DEM,Mason Barclay,212,11,137,64,
Warrick,OHIO 27,Warrick County School Board,,NP,Lynda G. Glover,199,9,132,58,
Warrick,OHIO 27,Warrick County School Board,,NP,Robert (Bobby) Howard,87,1,53,33,
Warrick,OHIO 27,Warrick County School Board,,NP,Brenda K. Metzger,193,11,125,57,
Warrick,OHIO 27,Warrick County School Board,,NP,Tim Mosbey,210,9,124,77,
Warrick,OHIO 27,Warrick County School Board,,NP,James (Jim) Post,218,5,153,60,
Warrick,OHIO 27,Warrick County School Board,,NP,Andrew E. Skinner,252,7,175,72,
Warrick,OHIO 27,IN Supreme Court-Rush,,,Yes,303,9,204,90,
Warrick,OHIO 27,IN Supreme Court-Rush,,,No,123,5,79,39,
Warrick,OHIO 27,IN Supreme Court-Massa,,,Yes,305,11,200,94,
Warrick,OHIO 27,IN Supreme Court-Massa,,,No,119,5,80,34,
Warrick,OHIO 27,IN Supreme Court-Molter,,,Yes,299,9,196,94,
Warrick,OHIO 27,IN Supreme Court-Molter,,,No,122,5,84,33,
Warrick,OHIO 27,Court of Appeals Dist 1-Foley,,,Yes,313,8,204,101,
Warrick,OHIO 27,Court of Appeals Dist 1-Foley,,,No,105,5,74,26,
Warrick,OHIO 27,Court of Appeals Dist 4-Pyle III,,,Yes,304,8,200,96,
Warrick,OHIO 27,Court of Appeals Dist 4-Pyle III,,,No,114,5,78,31,
Warrick,OHIO 28,Registered Voters,,,,835,,,,
Warrick,OHIO 28,Ballots Cast,,,,580,1,396,183,
Warrick,OHIO 28,Public Question-Const Amendment,,,Yes,298,1,192,105,
Warrick,OHIO 28,Public Question-Const Amendment,,,No,217,0,152,65,
Warrick,OHIO 28,President,,REP,Donald J. Trump,381,1,267,113,
Warrick,OHIO 28,President,,DEM,Kamala D. Harris,185,0,123,62,
Warrick,OHIO 28,President,,LIB,Chase Oliver,5,0,5,0,
Warrick,OHIO 28,President,,WTP,Robert F. Kennedy Jr.,5,0,3,2,
Warrick,OHIO 28,President,,,Write-In,3,0,1,2,
Warrick,OHIO 28,U.S. Senate,,REP,Jim Banks,375,1,269,105,
Warrick,OHIO 28,U.S. Senate,,DEM,Valerie McCray,163,0,104,59,
Warrick,OHIO 28,U.S. Senate,,LIB,Andrew Horning,8,0,6,2,
Warrick,OHIO 28,Governor,,REP,Mike Braun,366,1,262,103,
Warrick,OHIO 28,Governor,,DEM,Jennifer G. McCormick,177,0,113,64,
Warrick,OHIO 28,Governor,,LIB,Donald Rainwater II,8,0,2,6,
Warrick,OHIO 28,Attorney General,,REP,Todd Rokita,385,1,271,113,
Warrick,OHIO 28,Attorney General,,DEM,Destiny Wells,178,0,115,63,
Warrick,OHIO 28,U.S. House,8,REP,Mark Messmer,388,1,276,111,
Warrick,OHIO 28,U.S. House,8,DEM,Erik Hurt,164,0,108,56,
Warrick,OHIO 28,U.S. House,8,LIB,S. Richard Fitzlaff,9,0,2,7,
Warrick,OHIO 28,State Senate,50,REP,Vaneta Becker,428,1,304,123,
Warrick,OHIO 28,State Senate,50,IND,John Woodard,64,0,33,31,
Warrick,OHIO 28,State House,78,REP,Tim O'Brien,446,1,310,135,
Warrick,OHIO 28,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,445,1,311,133,
Warrick,OHIO 28,Judge Superior Court No. 2,,REP,Brett Michael Roy,446,1,308,137,
Warrick,OHIO 28,Clerk Of The Circuit Court,,REP,Mike Wilson,442,1,305,136,
Warrick,OHIO 28,County Recorder,,REP,Patricia (Patty) Perry,443,1,308,134,
Warrick,OHIO 28,County Treasurer,,REP,Tabitha Heilman,430,0,296,133,
Warrick,OHIO 28,County Coroner,,REP,Alissa (Salee) Enright,431,0,296,134,
Warrick,OHIO 28,County Surveyor,,REP,Dennis Witzbacher,431,0,296,134,
Warrick,OHIO 28,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,375,1,262,112,
Warrick,OHIO 28,County Commissioner Dist 1,,DEM,John T. Mattingly,174,0,113,61,
Warrick,OHIO 28,County Commissioner Dist 3,,REP,Stacey Franz,387,1,270,116,
Warrick,OHIO 28,County Commissioner Dist 3,,DEM,Trent Curtis,161,0,104,57,
Warrick,OHIO 28,County Council At-Large,,REP,Ron Bacon,326,1,235,90,
Warrick,OHIO 28,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,326,1,239,103,
Warrick,OHIO 28,County Council At-Large,,REP,Brad Overton,326,0,226,100,
Warrick,OHIO 28,County Council At-Large,,DEM,Mason Barclay,171,0,110,61,
Warrick,OHIO 28,Warrick County School Board,,NP,Lynda G. Glover,190,0,129,61,
Warrick,OHIO 28,Warrick County School Board,,NP,Robert (Bobby) Howard,76,0,42,34,
Warrick,OHIO 28,Warrick County School Board,,NP,Brenda K. Metzger,190,1,130,59,
Warrick,OHIO 28,Warrick County School Board,,NP,Tim Mosbey,236,1,154,81,
Warrick,OHIO 28,Warrick County School Board,,NP,James (Jim) Post,229,0,180,49,
Warrick,OHIO 28,Warrick County School Board,,NP,Andrew E. Skinner,259,1,168,90,
Warrick,OHIO 28,IN Supreme Court-Rush,,,Yes,339,0,226,112,
Warrick,OHIO 28,IN Supreme Court-Rush,,,No,97,0,64,33,
Warrick,OHIO 28,IN Supreme Court-Massa,,,Yes,330,0,223,106,
Warrick,OHIO 28,IN Supreme Court-Massa,,,No,100,0,64,36,
Warrick,OHIO 28,IN Supreme Court-Molter,,,Yes,333,1,224,108,
Warrick,OHIO 28,IN Supreme Court-Molter,,,No,104,0,67,37,
Warrick,OHIO 28,Court of Appeals Dist 1-Foley,,,Yes,332,0,224,107,
Warrick,OHIO 28,Court of Appeals Dist 1-Foley,,,No,102,0,65,37,
Warrick,OHIO 28,Court of Appeals Dist 4-Pyle III,,,Yes,325,1,217,107,
Warrick,OHIO 28,Court of Appeals Dist 4-Pyle III,,,No,109,0,71,38,
Warrick,OHIO 31,Registered Voters,,,,1230,,,,
Warrick,OHIO 31,Ballots Cast,,,,820,66,523,231,
Warrick,OHIO 31,Public Question-Const Amendment,,,Yes,371,19,250,102,
Warrick,OHIO 31,Public Question-Const Amendment,,,No,316,21,196,99,
Warrick,OHIO 31,President,,REP,Donald J. Trump,477,35,310,137,
Warrick,OHIO 31,President,,DEM,Kamala D. Harris,293,29,185,88,
Warrick,OHIO 31,President,,LIB,Chase Oliver,5,0,5,0,
Warrick,OHIO 31,President,,WTP,Robert F. Kennedy Jr.,8,1,4,3,
Warrick,OHIO 31,President,,,Write-In,5,0,3,2,
Warrick,OHIO 31,U.S. Senate,,REP,Jim Banks,461,29,298,131,
Warrick,OHIO 31,U.S. Senate,,DEM,Valerie McCray,293,35,185,79,
Warrick,OHIO 31,U.S. Senate,,LIB,Andrew Horning,12,1,9,2,
Warrick,OHIO 31,Governor,,REP,Mike Braun,452,33,294,125,
Warrick,OHIO 31,Governor,,DEM,Jennifer G. McCormick,311,28,198,85,
Warrick,OHIO 31,Governor,,LIB,Donald Rainwater II,11,0,4,5,
Warrick,OHIO 31,Attorney General,,REP,Todd Rokita,472,33,308,131,
Warrick,OHIO 31,Attorney General,,DEM,Destiny Wells,301,28,187,86,
Warrick,OHIO 31,U.S. House,8,REP,Mark Messmer,472,28,310,134,
Warrick,OHIO 31,U.S. House,8,DEM,Erik Hurt,290,31,179,80,
Warrick,OHIO 31,U.S. House,8,LIB,S. Richard Fitzlaff,15,1,10,4,
Warrick,OHIO 31,State Senate,50,REP,Vaneta Becker,516,35,341,137,
Warrick,OHIO 31,State Senate,50,IND,John Woodard,138,7,84,47,
Warrick,OHIO 31,State House,75,REP,Stephen Ledbetter,563,35,357,167,
Warrick,OHIO 31,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,558,35,358,165,
Warrick,OHIO 31,Judge Superior Court No. 2,,REP,Brett Michael Roy,568,35,365,168,
Warrick,OHIO 31,Clerk Of The Circuit Court,,REP,Mike Wilson,563,37,359,167,
Warrick,OHIO 31,County Recorder,,REP,Patricia (Patty) Perry,570,37,364,169,
Warrick,OHIO 31,County Treasurer,,REP,Tabitha Heilman,560,37,355,168,
Warrick,OHIO 31,County Coroner,,REP,Alissa (Salee) Enright,557,36,353,168,
Warrick,OHIO 31,County Surveyor,,REP,Dennis Witzbacher,558,39,354,165,
Warrick,OHIO 31,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,450,29,294,125,
Warrick,OHIO 31,County Commissioner Dist 1,,DEM,John T. Mattingly,312,29,194,89,
Warrick,OHIO 31,County Commissioner Dist 3,,REP,Stacey Franz,455,30,301,124,
Warrick,OHIO 31,County Commissioner Dist 3,,DEM,Trent Curtis,303,27,188,88,
Warrick,OHIO 31,County Council At-Large,,REP,Ron Bacon,406,25,259,122,
Warrick,OHIO 31,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,400,27,274,119,
Warrick,OHIO 31,County Council At-Large,,REP,Brad Overton,400,26,255,119,
Warrick,OHIO 31,County Council At-Large,,DEM,Mason Barclay,279,19,179,81,
Warrick,OHIO 31,Warrick County School Board,,NP,Lynda G. Glover,232,15,143,73,
Warrick,OHIO 31,Warrick County School Board,,NP,Robert (Bobby) Howard,127,7,77,43,
Warrick,OHIO 31,Warrick County School Board,,NP,Brenda K. Metzger,244,18,151,75,
Warrick,OHIO 31,Warrick County School Board,,NP,Tim Mosbey,303,17,191,95,
Warrick,OHIO 31,Warrick County School Board,,NP,James (Jim) Post,264,12,188,64,
Warrick,OHIO 31,Warrick County School Board,,NP,Andrew E. Skinner,312,11,206,95,
Warrick,OHIO 31,IN Supreme Court-Rush,,,Yes,423,33,261,129,
Warrick,OHIO 31,IN Supreme Court-Rush,,,No,136,8,89,39,
Warrick,OHIO 31,IN Supreme Court-Massa,,,Yes,405,30,242,133,
Warrick,OHIO 31,IN Supreme Court-Massa,,,No,143,9,101,33,
Warrick,OHIO 31,IN Supreme Court-Molter,,,Yes,407,29,254,125,
Warrick,OHIO 31,IN Supreme Court-Molter,,,No,154,12,101,41,
Warrick,OHIO 31,Court of Appeals Dist 1-Foley,,,Yes,407,30,247,130,
Warrick,OHIO 31,Court of Appeals Dist 1-Foley,,,No,144,7,103,34,
Warrick,OHIO 31,Court of Appeals Dist 4-Pyle III,,,Yes,411,29,247,135,
Warrick,OHIO 31,Court of Appeals Dist 4-Pyle III,,,No,138,7,101,30,
Warrick,OHIO 30,Registered Voters,,,,1353,,,,
Warrick,OHIO 30,Ballots Cast,,,,985,67,737,181,
Warrick,OHIO 30,Public Question-Const Amendment,,,Yes,495,28,381,86,
Warrick,OHIO 30,Public Question-Const Amendment,,,No,360,20,273,67,
Warrick,OHIO 30,President,,REP,Donald J. Trump,638,37,492,122,
Warrick,OHIO 30,President,,DEM,Kamala D. Harris,314,24,225,65,
Warrick,OHIO 30,President,,LIB,Chase Oliver,6,0,4,2,
Warrick,OHIO 30,President,,WTP,Robert F. Kennedy Jr.,7,1,5,1,
Warrick,OHIO 30,President,,,Write-In,7,2,4,2,
Warrick,OHIO 30,U.S. Senate,,REP,Jim Banks,632,35,489,118,
Warrick,OHIO 30,U.S. Senate,,DEM,Valerie McCray,274,25,190,45,
Warrick,OHIO 30,U.S. Senate,,LIB,Andrew Horning,17,1,12,4,
Warrick,OHIO 30,Governor,,REP,Mike Braun,635,23,494,118,
Warrick,OHIO 30,Governor,,DEM,Jennifer G. McCormick,282,39,193,50,
Warrick,OHIO 30,Governor,,LIB,Donald Rainwater II,13,0,8,3,
Warrick,OHIO 30,Attorney General,,REP,Todd Rokita,646,26,499,121,
Warrick,OHIO 30,Attorney General,,DEM,Destiny Wells,284,38,199,47,
Warrick,OHIO 30,U.S. House,8,REP,Mark Messmer,643,23,499,121,
Warrick,OHIO 30,U.S. House,8,DEM,Erik Hurt,282,38,202,42,
Warrick,OHIO 30,U.S. House,8,LIB,S. Richard Fitzlaff,16,0,15,1,
Warrick,OHIO 30,State Senate,50,REP,Vaneta Becker,719,39,548,132,
Warrick,OHIO 30,State Senate,50,IND,John Woodard,122,10,86,26,
Warrick,OHIO 30,State House,75,REP,Stephen Ledbetter,741,38,558,145,
