candidate,office,district,party,county,precinct,registered_voters,machine_votes,absentee_votes,provisional_votes
Kelly Mitchell,Treasurer of State,,R,Warrick,Campbell,761,272,66,0
John C. Aguilera,Treasurer of State,,D,Warrick,Campbell,761,85,43,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Campbell,761,277,61,0
William Tanoos,U.S. House,8,D,Warrick,Campbell,761,81,48,0
Write-In,U.S. House,8,,Warrick,Campbell,761,1,0,0
Ron Bacon,State House,75,R,Warrick,Campbell,761,278,65,0
John Hurley,State House,75,D,Warrick,Campbell,761,83,43,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Campbell,761,296,78,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Campbell,761,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Campbell,761,295,81,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Campbell,761,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Campbell,761,290,78,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Campbell,761,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Campbell,761,262,62,0
Chelsea Ballis,County Auditor,,D,Warrick,Campbell,761,86,46,0
Michael Wilder,County Sheriff,,R,Warrick,Campbell,761,298,81,0
No Candidate Filed,County Sheriff,,D,Warrick,Campbell,761,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Campbell,761,296,79,0
No Candidate Filed,County Assessor,,D,Warrick,Campbell,761,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Campbell,761,260,59,0
Mark Warren,Co Commissioner,2,D,Warrick,Campbell,761,88,49,0
Richard A. Reid,County Council,2,R,Warrick,Campbell,761,258,59,0
Christopher Weyer,County Council,2,D,Warrick,Campbell,761,91,47,0
Steven M. Wagner,Campbell Twp Trustee,,R,Warrick,Campbell,761,303,83,0
No Candidate Filed,Campbell Twp Trustee,,D,Warrick,Campbell,761,0,0,0
Karen Bacon,Campbell Twp Advisory Board,,R,Warrick,Campbell,761,215,52,0
Karin M. Godeke,Campbell Twp Advisory Board,,R,Warrick,Campbell,761,229,54,0
Charles Wagner,Campbell Twp Advisory Board,,R,Warrick,Campbell,761,247,62,0
Mike Titzer,Campbell Twp Advisory Board,,D,Warrick,Campbell,761,108,50,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Campbell,761,111,27,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Campbell,761,99,27,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Campbell,761,159,56,0
Tabitha Heilman,School Board Member,,NP,Warrick,Campbell,761,99,26,0
Elissa Jones,School Board Member,,NP,Warrick,Campbell,761,59,20,0
Rick Dean Madden,School Board Member,,NP,Warrick,Campbell,761,60,12,0
Candace S. Nance,School Board Member,,NP,Warrick,Campbell,761,81,26,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Campbell,761,66,30,0
Thomas L. Welch,School Board Member,,NP,Warrick,Campbell,761,83,22,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Campbell,761,107,40,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Campbell,761,216,56,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Campbell,761,53,30,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Campbell,761,220,58,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Campbell,761,50,27,0
Yes,Public Question,,,Warrick,Boon 12,564,84,23,0
No,Public Question,,,Warrick,Boon 12,564,47,6,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 12,564,79,25,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 12,564,93,43,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 12,564,9,1,0
Write-In,U.S. Senate,,,Warrick,Boon 12,564,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 12,564,85,27,0
Jim Harper,Secretary of State,,D,Warrick,Boon 12,564,88,37,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 12,564,8,2,0
Write-In,Secretary of State,,,Warrick,Boon 12,564,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 12,564,87,24,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 12,564,88,41,0
John Schick,Auditor of State,,L,Warrick,Boon 12,564,4,0,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 12,564,96,30,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 12,564,85,37,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 12,564,97,32,0
William Tanoos,U.S. House,8,D,Warrick,Boon 12,564,83,38,0
Write-In,U.S. House,8,,Warrick,Boon 12,564,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 12,564,122,38,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 12,564,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 12,564,92,35,0
John Hurley,State House,75,D,Warrick,Boon 12,564,87,35,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 12,564,129,37,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 12,564,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 12,564,123,36,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 12,564,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 12,564,122,35,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 12,564,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 12,564,89,32,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 12,564,87,35,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 12,564,129,40,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 12,564,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 12,564,122,39,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 12,564,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 12,564,95,30,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 12,564,81,38,0
David P. Hachmeister,County Council,4,R,Warrick,Boon 12,564,100,38,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Boon 12,564,78,30,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 12,564,73,31,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 12,564,106,39,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 12,564,85,12,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 12,564,65,12,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 12,564,72,22,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 12,564,93,25,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 12,564,82,21,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 12,564,95,24,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 12,564,67,28,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 12,564,47,12,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 12,564,44,8,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 12,564,15,3,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 12,564,64,19,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 12,564,42,10,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 12,564,28,5,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 12,564,57,18,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 12,564,77,27,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 12,564,101,20,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 12,564,53,8,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 12,564,102,19,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 12,564,46,8,0
Yes,Public Question,,,Warrick,Boon 6,500,94,31,0
No,Public Question,,,Warrick,Boon 6,500,44,7,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 6,500,71,25,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 6,500,80,26,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 6,500,13,1,0
Write-In,U.S. Senate,,,Warrick,Boon 6,500,1,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 6,500,81,25,0
Jim Harper,Secretary of State,,D,Warrick,Boon 6,500,72,26,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 6,500,8,1,0
Write-In,Secretary of State,,,Warrick,Boon 6,500,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 6,500,77,27,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 6,500,74,23,0
John Schick,Auditor of State,,L,Warrick,Boon 6,500,10,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 6,500,94,28,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 6,500,67,23,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 6,500,83,32,0
William Tanoos,U.S. House,8,D,Warrick,Boon 6,500,79,21,0
Write-In,U.S. House,8,,Warrick,Boon 6,500,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 6,500,113,32,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 6,500,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 6,500,94,28,0
John Hurley,State House,75,D,Warrick,Boon 6,500,70,24,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 6,500,122,36,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 6,500,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 6,500,124,36,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 6,500,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 6,500,115,34,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 6,500,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 6,500,83,28,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 6,500,79,24,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 6,500,123,36,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 6,500,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 6,500,119,34,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 6,500,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 6,500,89,22,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 6,500,72,29,0
David P. Hachmeister,County Council,4,R,Warrick,Boon 6,500,96,29,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Boon 6,500,64,23,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 6,500,72,25,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 6,500,90,27,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 6,500,84,26,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 6,500,72,17,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 6,500,61,22,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 6,500,82,19,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 6,500,72,17,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 6,500,71,20,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 6,500,77,18,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 6,500,33,9,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 6,500,38,11,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 6,500,30,7,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 6,500,60,16,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 6,500,54,13,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 6,500,24,7,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 6,500,55,19,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 6,500,78,24,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 6,500,88,28,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 6,500,41,12,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 6,500,92,29,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 6,500,36,12,0
Yes,Public Question,,,Warrick,Hart 2,85,18,5,0
No,Public Question,,,Warrick,Hart 2,85,12,3,0
Mike Braun,U.S. Senate,,R,Warrick,Hart 2,85,15,6,0
Joe Donnelly,U.S. Senate,,D,Warrick,Hart 2,85,15,6,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Hart 2,85,0,0,0
Write-In,U.S. Senate,,,Warrick,Hart 2,85,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Hart 2,85,16,6,0
Jim Harper,Secretary of State,,D,Warrick,Hart 2,85,14,6,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Hart 2,85,1,0,0
Write-In,Secretary of State,,,Warrick,Hart 2,85,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Hart 2,85,17,6,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Hart 2,85,14,6,0
John Schick,Auditor of State,,L,Warrick,Hart 2,85,0,0,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Hart 2,85,16,6,0
John C. Aguilera,Treasurer of State,,D,Warrick,Hart 2,85,15,6,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Hart 2,85,19,6,0
William Tanoos,U.S. House,8,D,Warrick,Hart 2,85,13,6,0
Write-In,U.S. House,8,,Warrick,Hart 2,85,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Hart 2,85,21,7,0
No Candidate Filed,State Senate,48,D,Warrick,Hart 2,85,0,0,0
Ron Bacon,State House,75,R,Warrick,Hart 2,85,16,6,0
John Hurley,State House,75,D,Warrick,Hart 2,85,16,6,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Hart 2,85,22,7,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Hart 2,85,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Hart 2,85,19,7,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Hart 2,85,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Hart 2,85,20,7,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Hart 2,85,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Hart 2,85,18,6,0
Chelsea Ballis,County Auditor,,D,Warrick,Hart 2,85,14,6,0
Michael Wilder,County Sheriff,,R,Warrick,Hart 2,85,21,7,0
No Candidate Filed,County Sheriff,,D,Warrick,Hart 2,85,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Hart 2,85,20,7,0
No Candidate Filed,County Assessor,,D,Warrick,Hart 2,85,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Hart 2,85,19,6,0
Mark Warren,Co Commissioner,2,D,Warrick,Hart 2,85,13,6,0
David P. Hachmeister,County Council,4,R,Warrick,Hart 2,85,18,6,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Hart 2,85,13,6,0
No Candidate Filed,Hart Twp Trustee,,R,Warrick,Hart 2,85,0,0,0
Kelly Hall,Hart Twp Trustee,,D,Warrick,Hart 2,85,22,7,0
No Candidate Filed,Hart Twp Advisory Board,,R,Warrick,Hart 2,85,0,0,0
Royal Hadley,Hart Twp Advisory Board,,D,Warrick,Hart 2,85,19,7,0
Carla Kissel,Hart Twp Advisory Board,,D,Warrick,Hart 2,85,16,7,0
Julie Merkel,Hart Twp Advisory Board,,D,Warrick,Hart 2,85,18,7,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Hart 2,85,14,4,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Hart 2,85,13,6,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Hart 2,85,6,0,0
Tabitha Heilman,School Board Member,,NP,Warrick,Hart 2,85,4,2,0
Elissa Jones,School Board Member,,NP,Warrick,Hart 2,85,5,1,0
Rick Dean Madden,School Board Member,,NP,Warrick,Hart 2,85,5,5,0
Candace S. Nance,School Board Member,,NP,Warrick,Hart 2,85,7,1,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Hart 2,85,6,3,0
Thomas L. Welch,School Board Member,,NP,Warrick,Hart 2,85,16,3,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Hart 2,85,24,5,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Hart 2,85,15,5,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Hart 2,85,13,0,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Hart 2,85,17,5,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Hart 2,85,11,0,0
Yes,Public Question,,,Warrick,Boon 7,651,128,36,0
No,Public Question,,,Warrick,Boon 7,651,68,22,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 7,651,116,34,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 7,651,105,54,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 7,651,10,1,0
Write-In,U.S. Senate,,,Warrick,Boon 7,651,1,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 7,651,118,37,0
Jim Harper,Secretary of State,,D,Warrick,Boon 7,651,93,47,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 7,651,15,2,0
Write-In,Secretary of State,,,Warrick,Boon 7,651,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 7,651,112,36,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 7,651,100,49,0
John Schick,Auditor of State,,L,Warrick,Boon 7,651,15,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 7,651,139,40,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 7,651,89,46,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 7,651,125,40,0
William Tanoos,U.S. House,8,D,Warrick,Boon 7,651,105,49,0
Write-In,U.S. House,8,,Warrick,Boon 7,651,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 7,651,167,51,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 7,651,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 7,651,127,40,0
John Hurley,State House,75,D,Warrick,Boon 7,651,102,47,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 7,651,182,55,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 7,651,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 7,651,171,52,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 7,651,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 7,651,176,51,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 7,651,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 7,651,117,40,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 7,651,108,48,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 7,651,182,56,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 7,651,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 7,651,177,51,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 7,651,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 7,651,136,43,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 7,651,91,43,0
Greg Richmond,County Council,3,R,Warrick,Boon 7,651,137,41,0
Jenni Ransom,County Council,3,D,Warrick,Boon 7,651,92,45,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 7,651,113,37,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 7,651,119,51,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 7,651,117,40,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 7,651,106,29,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 7,651,105,38,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 7,651,124,47,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 7,651,104,39,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 7,651,98,36,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 7,651,94,33,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 7,651,29,17,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 7,651,53,18,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 7,651,43,6,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 7,651,101,31,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 7,651,58,17,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 7,651,44,9,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 7,651,106,40,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 7,651,128,42,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 7,651,141,38,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 7,651,48,18,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 7,651,139,40,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 7,651,47,17,0
Yes,Public Question,,,Warrick,Boon 13,447,104,52,0
No,Public Question,,,Warrick,Boon 13,447,43,14,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 13,447,119,38,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 13,447,70,42,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 13,447,8,0,0
Write-In,U.S. Senate,,,Warrick,Boon 13,447,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 13,447,122,41,0
Jim Harper,Secretary of State,,D,Warrick,Boon 13,447,66,38,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 13,447,4,1,0
Write-In,Secretary of State,,,Warrick,Boon 13,447,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 13,447,123,37,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 13,447,63,41,0
John Schick,Auditor of State,,L,Warrick,Boon 13,447,3,1,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 13,447,131,39,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 13,447,58,41,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 13,447,130,43,0
William Tanoos,U.S. House,8,D,Warrick,Boon 13,447,66,38,0
Write-In,U.S. House,8,,Warrick,Boon 13,447,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 13,447,148,49,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 13,447,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 13,447,128,42,0
John Hurley,State House,75,D,Warrick,Boon 13,447,67,39,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 13,447,152,52,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 13,447,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 13,447,147,52,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 13,447,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 13,447,143,50,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 13,447,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 13,447,127,43,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 13,447,58,36,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 13,447,156,55,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 13,447,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 13,447,146,53,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 13,447,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 13,447,128,41,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 13,447,62,38,0
David P. Hachmeister,County Council,4,R,Warrick,Boon 13,447,135,42,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Boon 13,447,58,38,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 13,447,120,34,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 13,447,74,45,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 13,447,115,40,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 13,447,105,35,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 13,447,57,30,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 13,447,85,43,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 13,447,69,34,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 13,447,80,36,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 13,447,91,30,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 13,447,52,25,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 13,447,45,15,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 13,447,21,7,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 13,447,56,24,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 13,447,64,17,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 13,447,25,11,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 13,447,66,24,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 13,447,114,36,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 13,447,110,44,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 13,447,38,21,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 13,447,105,43,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 13,447,42,20,0
Yes,Public Question,,,Warrick,Ohio 8,563,170,31,0
No,Public Question,,,Warrick,Ohio 8,563,56,15,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 8,563,177,24,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 8,563,87,28,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 8,563,12,3,0
Write-In,U.S. Senate,,,Warrick,Ohio 8,563,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 8,563,186,28,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 8,563,81,24,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 8,563,8,1,0
Write-In,Secretary of State,,,Warrick,Ohio 8,563,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 8,563,182,26,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 8,563,81,26,0
John Schick,Auditor of State,,L,Warrick,Ohio 8,563,9,0,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 8,563,197,29,0
